{'loss': 8.53182601928711, 'srcnode': 198235, 'dstnode': 89522, 'srcmsg': "{'subject': 'python2.7'}", 'dstmsg': "{'file': '/var/cache/salt/minion/proc/20180404151927858662'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855169130042213}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203115, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:55981'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174030046930}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174110038256}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174110038256}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 198373, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855174150038364}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198295, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'smtpd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855174150038364}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 198373, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855174150038364}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198295, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'smtpd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855174150038364}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174150038364}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203118, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:32885'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174150038364}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203118, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:32885'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174160036394}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203118, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:32885'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174200036632}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203118, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:32885'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174200036632}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174200036632}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174310035567}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174310035567}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 198373, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855174340035965}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198295, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'smtpd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855174340035965}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 198373, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855174350035505}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198295, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'smtpd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855174350035505}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174350035505}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203121, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:49786'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174350035505}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203121, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:49786'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174360037554}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203121, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:49786'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174440042111}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203121, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:49786'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174440042111}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174450046010}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174530035297}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174530035297}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 198373, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855174540035346}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198295, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'smtpd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855174540035346}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 198373, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855174550036286}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198295, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'smtpd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855174550036286}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174550036286}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203125, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:37316'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174550036286}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 50557, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/usr/local/libexec/imapd'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522855174560037735}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203125, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:37316'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174570034945}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203125, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:37316'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174610034993}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203125, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:37316'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174620036032}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174620036032}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 198373, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855174620036032}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198312, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'imapd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855174620036032}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 203124, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.166:45939'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174620036032}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 203124, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.166:45939'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174630035252}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 198373, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855174700036699}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198312, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'imapd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855174700036699}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 203124, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.166:45939'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174700036699}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174700036699}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 203124, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.166:45939'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174710036258}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 203124, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.166:45939'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174710036258}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 203124, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.166:45939'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174720037248}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174790035925}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174790035925}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 198373, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855174880037321}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198295, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'smtpd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855174880037321}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 198373, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855174880037321}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198295, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'smtpd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855174880037321}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174880037321}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203130, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:52649'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174880037321}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203130, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:52649'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855174910035849}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203130, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:52649'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855175020036334}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203130, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:52649'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855175020036334}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855175020036334}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855175170038347}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855175170038347}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 198373, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855175210036545}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198295, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'smtpd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855175210036545}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 198373, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855175210036545}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198295, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'smtpd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855175210036545}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855175210036545}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203133, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:43425'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855175210036545}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203133, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:43425'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855175220034705}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203133, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:43425'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855175300035741}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 203133, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.166:43425'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855175300035741}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855175300035741}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855175910035684}
{'loss': 8.53182601928711, 'srcnode': 198263, 'dstnode': 50462, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/sbin/sshd'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522855194330035062}
{'loss': 8.53182601928711, 'srcnode': 198263, 'dstnode': 198373, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855194510034284}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198263, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'sshd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855194510034284}
{'loss': 8.53182601928711, 'srcnode': 198263, 'dstnode': 108, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/var/log/utx.log'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855194770038202}
{'loss': 8.53182601928711, 'srcnode': 198239, 'dstnode': 57, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/usr/local/bin/bash'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522855194780036691}
{'loss': 8.53182601928711, 'srcnode': 198299, 'dstnode': 50492, 'srcmsg': "{'subject': 'resizewin'}", 'dstmsg': "{'file': '/usr/bin/resizewin'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522855194810037880}
{'loss': 8.53182601928711, 'srcnode': 198300, 'dstnode': 50493, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/usr/bin/fortune'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522855194830038239}
{'loss': 8.53182601928711, 'srcnode': 198300, 'dstnode': 33, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855194840036888}
{'loss': 8.53182601928711, 'srcnode': 198300, 'dstnode': 33, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855194840036888}
{'loss': 8.53182601928711, 'srcnode': 198300, 'dstnode': 33, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855194840036888}
{'loss': 8.53182601928711, 'srcnode': 198300, 'dstnode': 33, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855194840036888}
{'loss': 8.53182601928711, 'srcnode': 198300, 'dstnode': 33, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855194840036888}
{'loss': 8.53182601928711, 'srcnode': 198239, 'dstnode': 33, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855194850038798}
{'loss': 8.53182601928711, 'srcnode': 198239, 'dstnode': 33, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855194910037205}
{'loss': 8.53182601928711, 'srcnode': 198239, 'dstnode': 33, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855194960034703}
{'loss': 8.53182601928711, 'srcnode': 198288, 'dstnode': 1906, 'srcmsg': "{'subject': 'uptime'}", 'dstmsg': "{'file': '/usr/bin/uptime'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522855194960034703}
{'loss': 8.53182601928711, 'srcnode': 198288, 'dstnode': 33, 'srcmsg': "{'subject': 'uptime'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855194980035872}
{'loss': 8.53182601928711, 'srcnode': 198239, 'dstnode': 33, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855194990038402}
{'loss': 8.53182601928711, 'srcnode': 198239, 'dstnode': 33, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855195040034279}
{'loss': 8.53182601928711, 'srcnode': 198239, 'dstnode': 50626, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/home/user/.bash_history'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855195090035697}
{'loss': 8.53182601928711, 'srcnode': 198239, 'dstnode': 33, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855195090035697}
{'loss': 8.53182601928711, 'srcnode': 198239, 'dstnode': 33, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855195090035697}
{'loss': 8.53182601928711, 'srcnode': 198239, 'dstnode': 50626, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/home/user/.bash_history'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855195090035697}
{'loss': 8.53182601928711, 'srcnode': 198263, 'dstnode': 108, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/var/log/utx.log'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855195110035616}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 45, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/home/frank/Archives.lock'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855200020033682}
{'loss': 8.53182601928711, 'srcnode': 198251, 'dstnode': 49, 'srcmsg': "{'subject': 'atrun'}", 'dstmsg': "{'file': '/bin/sh'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522855200040038331}
{'loss': 8.53182601928711, 'srcnode': 198251, 'dstnode': 51, 'srcmsg': "{'subject': 'atrun'}", 'dstmsg': "{'file': '/usr/libexec/atrun'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522855200050046500}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 50557, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/usr/local/libexec/imapd'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522855208090034873}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 198373, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522855208130036691}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198312, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'imapd'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522855208130036691}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 203138, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.118:51877'}", 'edge_type': 'EVENT_WRITE', 'time': 1522855208130036691}
