{'loss': 8.53182601928711, 'srcnode': 198242, 'dstnode': 15, 'srcmsg': "{'subject': 'head'}", 'dstmsg': "{'file': 'top_procs.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027906146177496}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 213847, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'netflow': '167.127.109.21:80'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911676176027}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911686178178}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911686178178}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911686178178}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911686178178}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027911696177318}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027913746177935}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027913746177935}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027913746177935}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027913956174720}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027913956174720}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027913956174720}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914116173750}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914116173750}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914116173750}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914276173511}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914286176902}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914286176902}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914436174392}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914446176532}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914446176532}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914586174962}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914586174962}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914586174962}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914756176673}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914756176673}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914766176194}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914916173744}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914916173744}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027914916173744}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027915076174824}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027915076174824}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027915076174824}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027915246176966}
{'loss': 8.53182601928711, 'srcnode': 198339, 'dstnode': 33, 'srcmsg': "{'subject': 'links'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027915246176966}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027915246176966}
{'loss': 8.53182601928711, 'srcnode': 198330, 'dstnode': 33, 'srcmsg': "{'subject': 'screen'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027915426173528}
