{'loss': 8.53182601928711, 'srcnode': 198259, 'dstnode': 100, 'srcmsg': "{'subject': 'sysctl'}", 'dstmsg': "{'file': '/sbin/sysctl'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805580111145865}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 28, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'file': '/data/gather_stats_uma.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805611091145420}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805611091145420}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805668111142503}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805668181142323}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805668181142323}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805668181142323}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805669201141699}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805669221143654}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805669221143654}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805669221143654}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805669231143787}
{'loss': 8.53182601928711, 'srcnode': 198241, 'dstnode': 16, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/usr/bin/top'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805670261143116}
{'loss': 8.53182601928711, 'srcnode': 198242, 'dstnode': 17, 'srcmsg': "{'subject': 'head'}", 'dstmsg': "{'file': '/usr/bin/head'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805670261143116}
{'loss': 8.53182601928711, 'srcnode': 198242, 'dstnode': 15, 'srcmsg': "{'subject': 'head'}", 'dstmsg': "{'file': 'top_procs.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805670321144002}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805670321144002}
{'loss': 8.53182601928711, 'srcnode': 198243, 'dstnode': 27, 'srcmsg': "{'subject': 'date'}", 'dstmsg': "{'file': '/bin/date'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805671341143558}
{'loss': 8.53182601928711, 'srcnode': 198243, 'dstnode': 28, 'srcmsg': "{'subject': 'date'}", 'dstmsg': "{'file': '/data/gather_stats_uma.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805671351146431}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 29, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'file': '/usr/local/sbin/lsof'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805671351146431}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 198373, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522805671531155321}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198244, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'lsof'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522805671531155321}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 28, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'file': '/data/gather_stats_uma.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805671571141813}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805671581146736}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 45, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/home/frank/Archives.lock'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805700011142703}
{'loss': 8.53182601928711, 'srcnode': 198251, 'dstnode': 49, 'srcmsg': "{'subject': 'atrun'}", 'dstmsg': "{'file': '/bin/sh'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805700031145269}
{'loss': 8.53182601928711, 'srcnode': 198251, 'dstnode': 51, 'srcmsg': "{'subject': 'atrun'}", 'dstmsg': "{'file': '/usr/libexec/atrun'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805700051143185}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805728601139368}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805728661143675}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805728661143675}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805728671142368}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805729691141464}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805729711143109}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805729711143109}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805729721143302}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805729721143302}
{'loss': 8.53182601928711, 'srcnode': 198241, 'dstnode': 16, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/usr/bin/top'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805730751143871}
{'loss': 8.53182601928711, 'srcnode': 198242, 'dstnode': 17, 'srcmsg': "{'subject': 'head'}", 'dstmsg': "{'file': '/usr/bin/head'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805730751143871}
{'loss': 8.53182601928711, 'srcnode': 198242, 'dstnode': 15, 'srcmsg': "{'subject': 'head'}", 'dstmsg': "{'file': 'top_procs.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805730801142035}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805730801142035}
{'loss': 8.53182601928711, 'srcnode': 198243, 'dstnode': 27, 'srcmsg': "{'subject': 'date'}", 'dstmsg': "{'file': '/bin/date'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805731821139701}
{'loss': 8.53182601928711, 'srcnode': 198243, 'dstnode': 28, 'srcmsg': "{'subject': 'date'}", 'dstmsg': "{'file': '/data/gather_stats_uma.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805731831147084}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 29, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'file': '/usr/local/sbin/lsof'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805731831147084}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 198373, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522805732071140611}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198244, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'lsof'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522805732071140611}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 28, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'file': '/data/gather_stats_uma.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805732121142425}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805732121142425}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805789151142639}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805789211143916}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805789211143916}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805789221147019}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805790241140635}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805790261139811}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805790261139811}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805790271140193}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805790271140193}
{'loss': 8.53182601928711, 'srcnode': 198241, 'dstnode': 16, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/usr/bin/top'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805791291139150}
{'loss': 8.53182601928711, 'srcnode': 198242, 'dstnode': 17, 'srcmsg': "{'subject': 'head'}", 'dstmsg': "{'file': '/usr/bin/head'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805791291139150}
{'loss': 8.53182601928711, 'srcnode': 198242, 'dstnode': 15, 'srcmsg': "{'subject': 'head'}", 'dstmsg': "{'file': 'top_procs.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805791341140043}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805791341140043}
{'loss': 8.53182601928711, 'srcnode': 198243, 'dstnode': 27, 'srcmsg': "{'subject': 'date'}", 'dstmsg': "{'file': '/bin/date'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805792361141260}
{'loss': 8.53182601928711, 'srcnode': 198243, 'dstnode': 28, 'srcmsg': "{'subject': 'date'}", 'dstmsg': "{'file': '/data/gather_stats_uma.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805792371146462}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 29, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'file': '/usr/local/sbin/lsof'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805792371146462}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 198373, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522805792551142173}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198244, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'lsof'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522805792551142173}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 28, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'file': '/data/gather_stats_uma.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805792581141481}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805792581141481}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805849601137852}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805849661140619}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805849661140619}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805849661140619}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805850691148098}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805850721142306}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805850721142306}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805850721142306}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805850721142306}
{'loss': 8.53182601928711, 'srcnode': 198241, 'dstnode': 16, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/usr/bin/top'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805851741137802}
{'loss': 8.53182601928711, 'srcnode': 198242, 'dstnode': 17, 'srcmsg': "{'subject': 'head'}", 'dstmsg': "{'file': '/usr/bin/head'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805851741137802}
{'loss': 8.53182601928711, 'srcnode': 198242, 'dstnode': 15, 'srcmsg': "{'subject': 'head'}", 'dstmsg': "{'file': 'top_procs.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805851811139892}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805851821141355}
{'loss': 8.53182601928711, 'srcnode': 198243, 'dstnode': 27, 'srcmsg': "{'subject': 'date'}", 'dstmsg': "{'file': '/bin/date'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805852831151368}
{'loss': 8.53182601928711, 'srcnode': 198243, 'dstnode': 28, 'srcmsg': "{'subject': 'date'}", 'dstmsg': "{'file': '/data/gather_stats_uma.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805852841139281}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 29, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'file': '/usr/local/sbin/lsof'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805852841139281}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 198373, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'netflow': '128.55.12.10:53'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522805853011140769}
{'loss': 8.53182601928711, 'srcnode': 198373, 'dstnode': 198244, 'srcmsg': "{'netflow': '128.55.12.10:53'}", 'dstmsg': "{'subject': 'lsof'}", 'edge_type': 'EVENT_RECVFROM', 'time': 1522805853011140769}
{'loss': 8.53182601928711, 'srcnode': 198244, 'dstnode': 28, 'srcmsg': "{'subject': 'lsof'}", 'dstmsg': "{'file': '/data/gather_stats_uma.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805853051138190}
{'loss': 8.53182601928711, 'srcnode': 198238, 'dstnode': 13, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/bin/sleep'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805853051138190}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 2, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/bin/vmstat'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522805910081138222}
{'loss': 8.53182601928711, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1522805910171140698}
