{'loss': 8.53182601928711, 'srcnode': 198263, 'dstnode': 108, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/var/log/utx.log'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961950857650939}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 204192, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:40495'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961955307650735}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 204192, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:40495'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961955307650735}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 204192, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:40495'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961955317651177}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 204192, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.167:40495'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961955327649749}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 50568, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/smtpd'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522961966557656046}
{'loss': 8.53182601928711, 'srcnode': 198297, 'dstnode': 50572, 'srcmsg': "{'subject': 'proxymap'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/proxymap'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522961966637651325}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961966757649073}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961966757649073}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 209846, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.118:52330'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961966757649073}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 209846, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.118:52330'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961966777654367}
{'loss': 8.53182601928711, 'srcnode': 198296, 'dstnode': 50575, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/trivial-rewrite'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522961966797649902}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 209846, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.118:52330'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961966887651753}
{'loss': 8.53182601928711, 'srcnode': 198294, 'dstnode': 50576, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/cleanup'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522961966897649355}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961966987649436}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 209846, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.118:52330'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961966987649436}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961966987649436}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 209846, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.118:52330'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961966997651128}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967037651037}
{'loss': 8.53182601928711, 'srcnode': 198294, 'dstnode': 113350, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967037651037}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967037651037}
{'loss': 8.53182601928711, 'srcnode': 198294, 'dstnode': 113350, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967037651037}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 209846, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.118:52330'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967047648269}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967057650892}
{'loss': 8.53182601928711, 'srcnode': 198295, 'dstnode': 209846, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '128.55.12.118:52330'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967057650892}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967057650892}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967057650892}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967057650892}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50580, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/local'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522961967077651496}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 209843, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.118:40203'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967077651496}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 113351, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/tmp/tmp.upSdrQ'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967107654423}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 50635, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/home/george/Sent'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967117649926}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 50635, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/home/george/Sent'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967127652528}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 50635, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/home/george/Sent'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967127652528}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 50635, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/home/george/Sent'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967137651110}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 209843, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.118:40203'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967137651110}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 209843, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.118:40203'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967137651110}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50580, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/local'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522961967167650107}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50551, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/admin'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967187652062}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967187652062}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 209847, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522961967217649279}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967217649279}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 113350, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967217649279}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50585, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/alice'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967247651075}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967257651498}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 209847, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522961967257651498}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967257651498}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 113350, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967257651498}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50580, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/local'}", 'edge_type': 'EVENT_EXECUTE', 'time': 1522961967277652772}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50587, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/charles'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967287653825}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50562, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/bob'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967287653825}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 209847, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522961967297655837}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967297655837}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967297655837}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 113350, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967297655837}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967297655837}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967297655837}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 209848, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522961967307653999}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 113350, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967307653999}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 209843, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.118:40203'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967307653999}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967317668432}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967327665934}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50589, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/david'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967337657096}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 209847, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522961967337657096}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967337657096}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967337657096}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 113350, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967337657096}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50591, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/edward'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967347674808}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967357663091}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 209848, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522961967357663091}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967357663091}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 113350, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967357663091}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50594, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/frank'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967377662655}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 209847, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522961967377662655}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967377662655}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967377662655}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 113350, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967377662655}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50597, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/george'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967387663248}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 209848, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522961967397658770}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967397658770}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967397658770}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 113350, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967397658770}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50642, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/henry'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967417656275}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 209847, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522961967427659347}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967427659347}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 113350, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967427659347}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967427659347}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50528, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/irene'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967427659347}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 209848, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522961967437658899}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967437658899}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 113350, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967437658899}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967437658899}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50600, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/root'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967447640951}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 209847, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522961967447640951}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967447640951}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967447640951}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 113350, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967447640951}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 50602, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/user'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967477663778}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967487647781}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967487647781}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967497656243}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 209849, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'netflow': '127.0.0.1:512'}", 'edge_type': 'EVENT_SENDTO', 'time': 1522961967497656243}
{'loss': 8.53182601928711, 'srcnode': 198298, 'dstnode': 113350, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/F298829D0E'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967497656243}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961967497656243}
{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 209841, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.118:40202'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961978497649356}
{'loss': 8.53182601928711, 'srcnode': 198252, 'dstnode': 149, 'srcmsg': "{'subject': 'syslogd'}", 'dstmsg': "{'file': '/var/log/maillog.0'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961978497649356}
{'loss': 8.53182601928711, 'srcnode': 198326, 'dstnode': 33, 'srcmsg': "{'subject': 'tail'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_WRITE', 'time': 1522961978497649356}
